Latitude,Longitude,Altitude (m)
-46.962536,142.9568,9078.976
-46.991734,142.87828,9072.833
-47.004734,142.90437,9074.996
-47.036823,142.8314,9069.782
-47.051445,142.86732,9071.644
-47.06901,142.87881,9065.845
-47.09025,142.86504,9055.865
-47.103542,142.91502,9058.433
-47.16152,142.66093,9035.315
-47.131725,142.96263,9064.503
-47.17686,142.78703,9047.811
-47.19587,142.78358,9049.008
-47.231136,142.68166,9039.691
-47.237392,142.76106,9043.316
-47.25375,142.77843,9040.4
-47.279274,142.7397,9037.44
-47.297783,142.73721,9034.499
-47.321434,142.69708,9031.633
-47.33581,142.72975,9035.341
-47.362568,142.68027,9027.388
-47.384373,142.6687,9028.978
-47.40362,142.66171,9024.375
-47.423874,142.64026,9026.51
-47.444225,142.62233,9023.228
-47.46635,142.59427,9018.858
-47.450157,142.83665,9040.823
-47.506573,142.59456,9018.882
-47.528168,142.55553,9013.673
-47.547337,142.5472,9011.23
-47.553394,142.63408,9014.695
-47.590157,142.5179,9005.357
-47.611248,142.50539,9004.95
-47.633316,142.49301,8996.405
-47.654404,142.49265,8995.158
-47.700176,142.33153,8978.211
-47.698627,142.45811,8986.063
-47.719967,142.44527,8982.6875
-47.741756,142.43845,8976.892
-47.75007,142.51318,8982.75
-47.779705,142.44518,8974.6875
-47.80422,142.38844,8965.663
-47.824863,142.37074,8967.01
-47.846684,142.36325,8968.032
-47.86889,142.34969,8966.401
-47.89085,142.33443,8961.006
-47.912445,142.32782,8958.245
-47.93412,142.32191,8959.357
-47.95592,142.30107,8959.499
-47.977306,142.27908,8960.486
-47.998882,142.2634,8958.653
-48.02035,142.25627,8953.17
-48.041763,142.25906,8949.869
-48.063385,142.25275,8946.656
-48.08486,142.22876,8944.875
-48.101986,142.23352,8945.086
-48.126217,142.19713,8940.47
-48.16804,142.05363,8927.784
-48.17031,142.17038,8934.626
-48.20933,142.03156,8922.86
-48.212605,142.13121,8930.38
-48.252098,141.99753,8917.635
-48.250687,142.13693,8929.218
-48.27668,142.08755,8922.471
-48.31773,141.93617,8908.4
-48.315983,142.08385,8919.92
-48.34017,142.05328,8913.002
-48.34942,142.1174,8917.659
-48.369934,142.1092,8916.205
-48.402794,142.00655,8910.671
-48.451485,141.79506,8895.865
-48.44504,141.97118,8911.997
-48.454178,142.03485,8916.6
-48.446938,142.2344,8929.499
-48.508083,141.93802,8904.452
-48.529465,141.91907,8906.902
-48.551666,141.88643,8904.049
-48.570953,141.89192,8902.268
-48.586594,141.93651,8903.647
-48.609222,141.92679,8896.696
-48.635727,141.87604,8889.274
-48.656376,141.86758,8887.7
-48.677742,141.84348,8883.717
-48.674866,141.9823,8896.138
-48.718693,141.80786,8881.086
-48.755684,141.67249,8867.719
-48.759453,141.78383,8877.425
-48.781693,141.76646,8873.28
-48.802246,141.7509,8871.368
-48.822876,141.74321,8869.119
-48.844902,141.72348,8858.523
-48.866344,141.72284,8852.924
-48.87779,141.78517,8857.371
-48.907227,141.70068,8849.864
-48.927593,141.67918,8847.299
-48.95835,141.58376,8838.131
-48.96746,141.65794,8847.111
-48.98799,141.64545,8845.1045
-49.009987,141.63098,8846.276
-49.034836,141.58562,8841.716
-49.050625,141.601,8843.424
-49.07492,141.55562,8842.541
-49.07995,141.64256,8849.7295
-49.11241,141.5433,8839.409
-49.13268,141.53125,8837.299
-49.155228,141.5005,8833.19
-49.175316,141.49004,8832.618
-49.19653,141.48125,8830.781
-49.21733,141.47015,8825.229
-49.23792,141.465,8822.945
-49.258064,141.4613,8819.636
-49.24922,141.65579,8832.959
-49.295708,141.42297,8810.777
-49.318836,141.41946,8807.938
-49.33976,141.41006,8807.303
-49.360683,141.3925,8802.967
-49.381485,141.37636,8801.428
-49.40251,141.35834,8797.314
-49.42341,141.35104,8794.897
-49.444668,141.34032,8792.829
-49.465824,141.31627,8790.267
-49.486504,141.30408,8788.641
-49.49827,141.36319,8792.774
-49.538864,141.20566,8777.975
-49.549564,141.2682,8779.735
-49.570713,141.25624,8777.919
-49.589653,141.25471,8779.395
-49.61223,141.22238,8780.112
-49.63329,141.20013,8779.989
-49.660435,141.13098,8776.031
-49.675594,141.1621,8780.21
-49.696335,141.15747,8778.748
-49.715714,141.16512,8776.657
-49.738438,141.13976,8770.961
-49.75981,141.12416,8765.525
-49.781116,141.10966,8763.727
-49.8031,141.095,8761.732
-49.824623,141.07632,8757.114
-49.845547,141.0663,8757.528
-49.866272,141.05777,8752.309
-49.88712,141.04082,8753.162
-49.90909,141.02124,8747.052
-49.931057,141.00027,8748.441
-49.95161,140.99025,8744.057
-49.972637,140.9693,8737.601
-49.988586,141.00897,8743.783
-50.016636,140.9489,8737.802
-50.03511,140.93362,8741.216
-50.02846,141.12251,8758.953
-50.077477,140.90079,8742.884
-50.105053,140.8443,8737.599
-50.12034,140.88177,8738.923
-50.141373,140.87587,8735.11
-50.16302,140.85867,8727.603
-50.18465,140.83934,8719.174
-50.20555,140.81934,8714.341
-50.22593,140.81448,8714.901
-50.24721,140.80151,8712.342
-50.240482,141.00735,8729.2
-50.288155,140.76524,8709.976
-50.309902,140.74522,8706.596
-50.327084,140.76195,8708.036
-50.352654,140.7139,8703.241
-50.372536,140.70941,8704.565
-50.39438,140.69128,8702.705
-50.41217,140.6965,8701.889
-50.43608,140.66823,8698.6
-50.425213,140.91377,8718.652
-50.4773,140.64246,8695.55
-50.510452,140.51924,8683.54
-50.51853,140.61923,8692.73
-50.519943,140.76353,8705.076
-50.56248,140.57277,8688.521
-50.58098,140.55374,8688.731
-50.60264,140.54558,8686.518
-50.66318,140.20464,8658.784
-50.644386,140.51721,8683.045
-50.66677,140.4889,8679.396
-50.686512,140.48425,8677.55
-50.679363,140.71014,8694.626
-50.72761,140.46638,8677.055
-50.73749,140.52664,8682.929
-50.768044,140.42389,8673.854
-50.79049,140.4018,8670.585
